date_no,date,Hour,Turbidity,sdi,ph,temp,cf,cp,qc,qp,pf,pc,pp,sspn,qspn,dpn,wtcn,stcn,rec,dp,day,to,cfo,cpo,qco,qpo,pfo,pco,ppo,conf,cfave,fop ave,pop,dpo,ndp,sfx,ssp,ssr,tcf,aspn
42475.00,15-04-2016 00:00,7,0.06,2,7.89,27.09,48730,377,338,178,45.8,44.38,0.96,0.470525133,169.9155716,1.447302035,3.44E-09,1.61E-08,0.34496124,1.42,581.2916667,27.09,31962.53906,175.9216052,1488.16668,783.70908,664.1,643.51,13.92,1.226401174,39198.89542,471.482283,2.033389749,20.59,170.4361068,8.06100768,0.448792251,99.55120775,1.065135344,0.150954954
42476.00,16-04-2016 00:00,7,0.06,2.02,7.85,27.18,49720,441,316,152,43.9,42.72,0.97,0.465313101,174.8292138,1.356856944,3.56E-09,1.59E-08,0.324786325,1.18,584.2916667,27.18,32656.42578,205.7862809,1391.30376,669.23472,636.55,619.44,14.065,1.209182938,39487.59286,475.2399626,2.379365013,17.11,141.0694024,6.88355712,0.521141619,99.47885838,1.068012502,0.149282818
42477.00,17-04-2016 00:00,19,0.07,2.22,7.75,27.26,49190,447,310,150,44.04,42.86,0.97,0.469568415,163.4697844,1.392609726,3.31E-09,1.61E-08,0.326086957,1.18,585.7916667,27.26,32262.61719,208.5860943,1364.8866,660.429,638.58,621.47,14.065,1.210272855,39046.56983,469.8416851,2.412386826,17.11,148.5307017,6.792984,0.534198254,99.46580175,1.070575046,0.150648018
42478.00,18-04-2016 00:00,7,0.07,2.22,7.81,27.02,49320,420,324,150,43.8,42.61,0.92,0.446177261,165.3661004,1.332775119,3.34E-09,1.53E-08,0.316455696,1.19,586.2916667,27.02,32347.42188,195.9869342,1426.52664,660.429,635.1,617.845,13.34,1.202265627,38890.19343,467.5099087,2.264831877,17.255,147.8874232,6.792984,0.503949497,99.4960505,1.062901725,0.143143614
42479.00,19-04-2016 00:00,17,0.07,2.4,7.69,27.34,49770,420,341,181,46.86,45.41,0.95,0.516636838,168.206995,1.459912895,3.46E-09,1.77E-08,0.346743295,1.45,587.7083333,27.34,32689.0918,195.9869342,1501.37526,796.91766,679.47,658.445,13.775,1.227954849,40140.72879,483.6869657,2.267247537,21.025,173.7627819,8.19686736,0.488249566,99.51175043,1.073142369,0.165748617
42480.00,20-04-2016 00:00,17,0.07,2.22,7.91,27.36,50710,481,312,151,44.68,43.49,0.97,0.490548888,172.5754009,1.39310387,3.56E-09,1.68E-08,0.326133909,1.19,589.7083333,27.36,33352.24609,224.4517032,1373.69232,664.83186,647.86,630.605,14.065,1.210312252,40366.63209,486.5559525,2.596785089,17.255,141.2083326,6.83827056,0.556032772,99.44396723,1.073784947,0.157379021
42481.00,21-04-2016 00:00,11,0.07,2.4,7.83,27.4,49730,394,343,181,47.08,45.63,0.96,0.484627756,164.4186731,1.451342343,3.38E-09,1.66E-08,0.345419847,1.45,590.4583333,27.4,32662.95898,183.8544097,1510.18098,796.91766,682.66,661.635,13.92,1.226800488,40070.93401,482.9072998,2.127293201,21.025,177.4474934,8.19686736,0.458822371,99.54117763,1.075071,0.15547939
42482.00,22-04-2016 00:00,7,0.07,2.4,7.89,27.33,49710,391,342,180,47.16,45.7,0.96,0.479676997,162.3927469,1.467456493,3.34E-09,1.64E-08,0.344827586,1.46,591.2916667,27.33,32649.89258,182.454503,1505.77812,792.5148,683.82,662.65,13.92,1.226284867,40038.06919,482.3822844,2.110600649,21.17,179.0433162,8.1515808,0.455702552,99.54429745,1.072821192,0.153891076
42483.00,23-04-2016 00:00,7,0.05,2.5,7.83,27.38,49780,389,342,180,46.81,45.33,1,0.475843287,168.3508401,1.48828548,3.46E-09,1.63E-08,0.344827586,1.48,593.2916667,27.38,32695.625,181.5212319,1505.77812,792.5148,678.745,657.285,14.5,1.226284867,40094.15017,483.1666009,2.10015236,21.46,172.4485515,8.1515808,0.452737447,99.54726255,1.074427824,0.152661136
42484.00,24-04-2016 00:00,19,0.06,2.4,7.7,27.72,50380,483,311,150,44.05,42.87,0.97,0.487497998,177.2322994,1.393803148,3.65E-09,1.67E-08,0.32537961,1.18,594.7916667,27.72,33136.32813,225.3849743,1369.28946,660.429,638.725,621.615,14.065,1.209679769,40084.34574,483.5902727,2.610710318,17.11,135.1254376,6.792984,0.562276794,99.43772321,1.08540259,0.156400227
42485.00,25-04-2016 00:00,19,0.07,2.56,7.78,27.91,50750,487,311,150,44.3,43.09,0.96,0.485211647,176.7716992,1.431882468,3.65E-09,1.66E-08,0.32537961,1.21,596.7916667,27.91,33378.41797,227.2515166,1369.28946,660.429,642.35,624.805,13.92,1.209679769,40377.19693,487.5798461,2.633999176,17.545,134.7116531,6.792984,0.562821429,99.43717857,1.091573382,0.155666715
42486.00,26-04-2016 00:00,15,0.06,2.1,7.78,28.2,50980,437,342,180,47.17,45.72,0.96,0.50867269,172.1817923,1.469796144,3.60E-09,1.74E-08,0.344827586,1.45,598.625,28.2,33528.90625,203.9197387,1505.77812,792.5148,683.965,662.94,13.92,1.226284867,41115.99035,497.3626465,2.365790711,21.025,164.5356442,8.1515808,0.495962123,99.50403788,1.101044482,0.163193541
42487.00,27-04-2016 00:00,11,0.06,2.33,7.87,28.01,50700,423,341,180,46.93,45.46,0.96,0.497657058,174.0037488,1.492159312,3.63E-09,1.70E-08,0.345489443,1.47,599.4583333,28.01,33345.70313,197.3868409,1501.37526,792.5148,680.485,659.17,13.92,1.226861117,40910.54659,494.4593675,2.288539281,21.315,163.7366718,8.1515808,0.482483998,99.517516,1.094832099,0.159659481
42488.00,28-04-2016 00:00,7,0.05,2.22,7.86,28.22,50480,420,344,179,47.1,45.65,0.95,0.491561324,166.0782854,1.46296442,3.45E-09,1.68E-08,0.342256214,1.45,602.2916667,28.22,33201.75781,195.9869342,1514.58384,788.11194,682.95,661.925,13.775,1.224053178,40640.71717,491.4025478,2.273890601,21.025,169.5338428,8.10629424,0.482242804,99.5177572,1.101700007,0.157703833
42489.00,29-04-2016 00:00,7,0.06,2.31,7.9,28.1,50160,398,342,179,47.1,45.61,0.97,0.470701174,163.7756933,1.511327077,3.39E-09,1.61E-08,0.343570058,1.49,603.2916667,28.1,32943.88672,185.7209519,1505.77812,788.11194,682.95,661.345,14.065,1.225192054,40362.58825,487.703768,2.153901508,21.605,172.5326335,8.10629424,0.460131424,99.53986858,1.097771402,0.151011432
42490.00,30-04-2016 00:00,7,0.07,2.12,7.97,28.1,50450,456,300,150,44.97,43.75,0.97,0.45192389,164.5282458,1.506126226,3.40E-09,1.55E-08,0.333333333,1.22,604.2916667,28.1,33182.12891,212.7858143,1320.858,660.429,652.065,634.375,14.065,1.216395324,40362.58645,487.7037454,2.467853456,17.69,143.9191081,6.792984,0.527185775,99.47281422,1.097771402,0.144987261
42491.00,01-05-2016 00:00,7,0.07,2.3,7.86,28.36,50500,473,308,151,44.93,43.73,0.97,0.469223223,164.0275363,1.439291898,3.39E-09,1.61E-08,0.328976035,1.2,605.2916667,28.36,33214.84375,220.7186188,1356.08088,664.83186,651.485,634.085,14.065,1.212703616,40279.76112,487.0811904,2.562087532,17.4,144.2008972,6.83827056,0.547964071,99.45203593,1.106297174,0.150537272
42492.00,02-05-2016 00:00,7,0.09,2,7.78,28.6,50400,406,339,180,47.06,45.64,1.01,0.471680954,167.8810041,1.45913186,3.49E-09,1.61E-08,0.346820809,1.42,609.2916667,28.6,33149.41406,189.4540364,1492.56954,792.5148,682.37,661.78,14.645,1.228022554,40708.2281,492.8744844,2.200852843,20.59,166.7563684,8.1515808,0.465394946,99.53460505,1.114212684,0.151325767
42493.00,03-05-2016 00:00,7,0.06,1.9,7.72,28.74,50120,395,346,181,47.02,45.55,0.96,0.463879588,163.8841404,1.476292049,3.39E-09,1.59E-08,0.34345351,1.47,610.2916667,28.74,32917.75391,184.3210453,1523.38956,796.91766,681.79,660.475,13.92,1.22509091,40327.24107,488.2944059,2.142206764,21.315,171.0603009,8.19686736,0.457063366,99.54293663,1.118850334,0.148822915
42494.00,04-05-2016 00:00,19,0.08,1.26,7.8,29.2,50670,492,309,151,45,43.83,0.97,0.474713944,161.6356995,1.409565783,3.35E-09,1.63E-08,0.32826087,1.17,613.7916667,29.2,33326.07422,229.5846944,1360.48374,664.83186,652.5,635.535,14.065,1.212100648,40394.55614,489.8894829,2.672456403,16.965,142.7354735,6.83827056,0.568355532,99.43164447,1.134193934,0.152298818
42495.00,05-05-2016 00:00,11,0.07,2.4,7.79,29.11,50570,431,343,179,46.9,45.46,0.96,0.490192418,167.1818119,1.470147913,3.48E-09,1.68E-08,0.342911877,1.44,614.4583333,29.11,33260.64453,201.1199253,1510.18098,788.11194,680.05,659.17,13.92,1.224621159,40731.68905,494.0045412,2.340351409,20.88,164.0258102,8.10629424,0.493767703,99.5062323,1.13117915,0.157264657
42496.00,06-05-2016 00:00,7,0.05,2.4,7.89,28.4,51040,415,342,179,47.68,46.23,0.96,0.477398744,163.452068,1.475034134,3.42E-09,1.63E-08,0.343570058,1.45,615.2916667,28.4,33568.16406,193.6537564,1505.77812,788.11194,691.36,670.335,13.92,1.225192054,41127.44789,497.8375381,2.248157861,21.025,171.3381197,8.10629424,0.470862566,99.52913743,1.107613383,0.153160162
42497.00,07-05-2016 00:00,7,0.08,2.82,7.89,28.87,50570,397,347,181,47.37,45.93,0.96,0.459858982,163.2288049,1.443344472,3.40E-09,1.57E-08,0.34280303,1.44,616.2916667,28.87,33260.64453,185.2543164,1527.79242,796.91766,686.865,665.985,13.92,1.224526818,40728.5512,493.5724567,2.153983001,20.88,171.0865263,8.19686736,0.454851231,99.54514877,1.123170131,0.147533015
42498.00,08-05-2016 00:00,7,0.06,2.18,7.74,28.6,51680,491,342,177,47.98,46.54,1.02,0.549348422,162.4773823,1.472470081,3.43E-09,1.88E-08,0.341040462,1.44,618.2916667,28.6,33986.91406,229.1180588,1505.77812,779.30622,695.71,674.83,14.79,1.223001937,41566.06173,503.7111337,2.661728122,20.88,169.4305945,8.01572112,0.551214258,99.44878574,1.114212684,0.176243223
42499.00,09-05-2016 00:00,15,0.06,2.77,7.64,28.77,52470,466,341,181,48.74,47.16,0.96,0.518896916,166.5824386,1.613029958,3.57E-09,1.78E-08,0.346743295,1.58,619.625,28.77,34605.3125,217.4521699,1501.37526,796.91766,706.73,683.82,13.92,1.227954849,42493.7613,515.7427637,2.527596677,22.91,168.139833,8.19686736,0.511727282,99.48827272,1.119846063,0.166473701
42500.00,10-05-2016 00:00,19,0.07,2.89,7.85,28.9,52170,462,340,178,47.98,46.56,0.96,0.508721997,168.2674744,1.463357146,3.58E-09,1.74E-08,0.343629344,1.42,620.7916667,28.9,34357.97852,215.5856276,1496.9724,783.70908,695.71,675.12,13.92,1.225243514,42096.89035,510.934307,2.506975409,20.59,163.0676684,8.06100768,0.512117702,99.4878823,1.124168843,0.16320936
42501.00,11-05-2016 00:00,7,0.07,2.82,7.92,28.77,51230,421,341,179,47.84,46.41,0.96,0.477019774,161.9319088,1.46464403,3.40E-09,1.63E-08,0.344230769,1.43,621.2916667,28.77,33692.48047,196.4535698,1501.37526,788.11194,693.68,672.945,13.92,1.225765887,41299.09322,500.6185748,2.283467493,20.735,171.0573927,8.10629424,0.475684947,99.52431505,1.119846063,0.15303858
42502.00,12-05-2016 00:00,7,0.05,2.82,7.85,29.02,50500,418,337,180,48.03,46.59,0.96,0.478212296,154.2260997,1.495433021,3.22E-09,1.64E-08,0.348162476,1.44,622.2916667,29.02,33214.84375,195.0536631,1483.76382,792.5148,696.435,675.555,13.92,1.229196062,40827.55513,495.0691929,2.269070824,20.88,179.2748779,8.1515808,0.477750045,99.52224995,1.12817059,0.153421167
42503.00,13-05-2016 00:00,7,0.07,2.98,7.81,28.69,52080,439,344,179,48.19,46.76,1.02,0.490464884,166.4288165,1.449355154,3.53E-09,1.68E-08,0.342256214,1.43,627.2916667,28.69,34299.00391,204.8530098,1514.58384,788.11194,698.755,678.02,14.79,1.224053178,41983.80474,509.1472194,2.380486695,20.735,166.8307673,8.10629424,0.487933409,99.51206659,1.117192313,0.157352071
42504.00,14-05-2016 00:00,7,0.07,2.88,7.83,28.79,51390,418,340,181,47.7,46.27,0.96,0.476069924,168.4564481,1.464926317,3.55E-09,1.63E-08,0.347408829,1.43,628.2916667,28.79,33797.16797,195.0536631,1496.9724,796.91766,691.65,670.915,13.92,1.228536492,41521.05416,503.4590561,2.267342838,20.735,166.1707867,8.19686736,0.469770498,99.5302295,1.120510265,0.152733847
42505.00,15-05-2016 00:00,11,0.06,2,7.9,29.1,52100,538,311,150,45.3,44.11,0.96,0.503330081,172.271993,1.424498886,3.63E-09,1.72E-08,0.32537961,1.19,629.4583333,29.1,34312.10938,251.04993,1369.28946,660.429,656.85,639.595,13.92,1.209679769,41506.66453,503.7939889,2.921415921,17.255,133.429927,6.792984,0.604842458,99.39515754,1.130844558,0.161479513
42506.00,16-05-2016 00:00,7,0.06,2.7,7.8,29.27,52090,476,337,179,48.4,46.96,0.96,0.520929731,162.4168113,1.501488,3.46E-09,1.78E-08,0.346899225,1.44,635.2916667,29.27,34305.55664,222.1185254,1483.76382,788.11194,701.8,680.92,13.92,1.228091055,42130.34726,511.9849434,2.586126842,20.88,168.0411834,8.10629424,0.527217409,99.47278259,1.136543074,0.167125873
42507.00,17-05-2016 00:00,11,0.06,2.5,7.5,29.17,52490,462,345,180,47.78,46.35,0.96,0.506780735,176.5802562,1.449040058,3.78E-09,1.73E-08,0.342857143,1.43,639.4583333,29.17,34618.4375,215.5856276,1518.9867,792.5148,692.81,672.075,13.92,1.224573716,42392.82866,515.1454511,2.509217487,20.735,155.8862663,8.1515808,0.508542681,99.49145732,1.133188314,0.16258656
42508.00,18-05-2016 00:00,7,0.06,2.22,7.8,28.95,52890,509,304,150,45.97,44.77,0.97,0.468880379,174.3380075,1.471626147,3.73E-09,1.61E-08,0.330396476,1.2,640.2916667,28.95,34880.9375,237.5174988,1338.46944,660.429,666.565,649.165,14.065,1.213903676,42342.09827,514.127142,2.762532072,17.4,132.4353901,6.792984,0.560948816,99.43905118,1.125834896,0.15042728
42509.00,19-05-2016 00:00,7,0.06,2.88,7.81,28.96,52930,430,341,180,48.81,47.33,0.97,0.469815657,167.8694336,1.516164968,3.62E-09,1.61E-08,0.345489443,1.48,641.2916667,28.96,34907.1875,200.6532898,1501.37526,792.5148,707.745,686.285,14.065,1.226861117,42826.27105,520.2863432,2.333760964,21.46,164.9974177,8.1515808,0.46852851,99.53147149,1.126168337,0.150727338
42510.00,20-05-2016 00:00,11,0.06,2.85,7.75,29.6,52680,457,339,179,49.32,47.84,0.96,0.48951598,155.2279523,1.537973643,3.34E-09,1.67E-08,0.345559846,1.48,646.4583333,29.6,34743.125,213.2524498,1492.56954,788.11194,715.14,693.68,13.92,1.226922457,42627.1203,518.8565651,2.485587725,21.46,174.1190226,8.10629424,0.500274117,99.49972588,1.1476685,0.157047641
42511.00,21-05-2016 00:00,7,0.07,2.96,7.76,29.24,53080,508,339,177,48.75,47.25,1.02,0.540707504,166.1033485,1.558481835,3.58E-09,1.85E-08,0.343023256,1.5,647.2916667,29.24,35005.625,237.0508633,1492.56954,779.30622,706.875,685.125,14.79,1.224717715,42872.00907,521.3498799,2.759751401,21.75,162.6198715,8.01572112,0.552926883,99.44707312,1.135535838,0.173471024
42512.00,22-05-2016 00:00,7,0.06,2.89,7.62,29.42,51890,539,301,152,46.15,44.93,0.98,0.504631087,161.2317493,1.514092049,3.41E-09,1.73E-08,0.335540839,1.22,650.2916667,29.42,34174.50195,251.5165656,1325.26086,669.23472,669.175,651.485,14.21,1.218277519,41634.02746,505.9423884,2.929947697,17.69,143.1075593,6.88355712,0.604112984,99.39588702,1.141589661,0.161896905
42513.00,23-05-2016 00:00,7,0.05,2.31,7.61,29.28,52740,557,313,150,46.16,44.94,0.98,0.511827429,165.0824055,1.452389455,3.51E-09,1.75E-08,0.323974082,1.22,651.2916667,29.28,34782.5,259.9160056,1378.09518,660.429,669.32,651.63,14.21,1.208503659,42034.77851,510.7894905,3.02641758,17.69,138.5019271,6.792984,0.618335614,99.38166439,1.136878974,0.164205651
42514.00,24-05-2016 00:00,15,0.06,2.1,7.65,29.89,52640,479,335,179,49.23,47.68,0.94,0.508128384,156.1729088,1.636528831,3.36E-09,1.74E-08,0.348249027,1.55,652.625,29.89,34716.875,223.5184321,1474.9581,788.11194,713.835,691.36,13.63,1.229271872,42676.47792,519.9819806,2.607767568,22.475,171.593287,8.10629424,0.523750888,99.47624911,1.157514974,0.163018916
42515.00,25-05-2016 00:00,3,0.06,2.53,7.51,29.01,51250,475,341,180,48.5,47.08,1.01,0.536689333,154.3348312,1.455398464,3.25E-09,1.84E-08,0.345489443,1.42,658.125,29.01,33705.56641,221.6518899,1501.37526,792.5148,703.25,682.66,14.645,1.226861117,41352.04886,501.6868594,2.578472794,20.59,179.2016134,8.1515808,0.536011869,99.46398813,1.127836689,0.172181905
42516.00,26-05-2016 00:00,19,0.06,2.66,7.64,29.12,51900,549,304,150,45.92,44.77,0.96,0.513492559,160.7425092,1.412614811,3.39E-09,1.76E-08,0.330396476,1.15,659.7916667,29.12,34181.05469,256.1829211,1338.46944,660.429,665.84,649.165,13.92,1.213903676,41492.50795,503.6480638,2.981360143,16.675,142.9157964,6.792984,0.617419707,99.38258029,1.131513818,0.164739862
42517.00,27-05-2016 00:00,19,0.06,2.56,7.42,29.1,52860,559,308,151,46.45,45.27,0.96,0.516878317,164.6507589,1.425436486,3.52E-09,1.77E-08,0.328976035,1.18,665.7916667,29.1,34861.25,260.8492767,1356.08088,664.83186,673.525,656.415,13.92,1.212703616,42276.36394,513.5487377,3.035478638,17.11,140.5367409,6.83827056,0.617009725,99.38299028,1.130844558,0.165826089
42518.00,28-05-2016 00:00,15,0.06,2.5,7.52,29.2,52170,531,307,150,46.6,45.42,0.96,0.493676352,152.3786117,1.434655633,3.22E-09,1.69E-08,0.328227571,1.18,666.625,29.2,34357.97852,247.7834811,1351.67802,660.429,675.7,658.59,13.92,1.212072593,41644.36412,505.7053085,2.884349964,17.11,150.4040415,6.792984,0.594998834,99.40500117,1.134193934,0.158382381
42519.00,29-05-2016 00:00,11,0.07,2.77,7.39,29.3,51830,463,346,180,48.98,47.52,0.96,0.513328994,151.8269547,1.476531542,3.22E-09,1.76E-08,0.342205323,1.46,667.4583333,29.3,34135.18555,216.0522632,1523.38956,792.5148,710.21,689.04,13.92,1.224009123,41781.77854,507.6146686,2.515731723,21.17,180.6060631,8.1515808,0.517096856,99.48290314,1.137551004,0.164687387
42520.00,30-05-2016 00:00,19,0.06,2,7.68,30.8,52390,486,341,180,47.98,46.52,0.96,0.508914246,167.3927887,1.522148398,3.59E-09,1.74E-08,0.345489443,1.46,675.7916667,30.8,34502.13867,226.784881,1501.37526,792.5148,695.71,674.54,13.92,1.226861117,42329.3324,517.1142688,2.653834826,21.17,156.744566,8.1515808,0.535762952,99.46423705,1.18883846,0.163271037
42521.00,31-05-2016 00:00,11,0.06,2,7.56,30.8,52040,480,335,179,48,46.53,0.96,0.50219696,163.623902,1.565528145,3.50E-09,1.72E-08,0.348249027,1.47,676.4583333,30.8,34272.79297,223.9850677,1474.9581,788.11194,696,674.685,13.92,1.229271872,42130.58037,514.5794299,2.621064093,21.315,159.4641342,8.10629424,0.531644866,99.46835513,1.18883846,0.161115982
42522.00,01-06-2016 00:00,11,0.07,1.9,7.84,30.5,52350,472,347,179,48.5,46.9,1.02,0.498046772,159.3216572,1.634109462,3.40E-09,1.70E-08,0.340304183,1.6,677.4583333,30.5,34475.92773,220.2519832,1527.79242,788.11194,703.25,680.05,14.79,1.222366501,42142.21915,514.2195498,2.574824936,23.2,165.2152752,8.10629424,0.522639737,99.47736026,1.178440332,0.15978451
42523.00,02-06-2016 00:00,15,0.07,2,7.76,30.8,51460,518,302,153,46.11,44.91,1.02,0.473111459,154.2777179,1.500587506,3.25E-09,1.62E-08,0.336263736,1.2,681.625,30.8,33842.96875,241.7172189,1329.66372,673.63758,668.595,651.195,14.79,1.218895639,41251.04701,503.3746742,2.828615169,17.4,144.558941,6.92884368,0.585966264,99.41403374,1.18883846,0.151784705
42524.00,03-06-2016 00:00,23,0.07,2.22,7.5,31.4,52080,511,343,181,48.65,47.18,1.01,0.531879612,154.3240646,1.528835892,3.30E-09,1.82E-08,0.345419847,1.47,684.9583333,31.4,34299.00391,238.4507699,1510.18098,796.91766,705.425,684.11,14.645,1.226800488,42078.03472,514.9244129,2.79589248,21.315,167.9939795,8.19686736,0.566687041,99.43331296,1.209847924,0.170638839
42525.00,04-06-2016 00:00,15,0.07,2.4,7.6,31.4,51970,494,344,179,48.15,46.68,1.02,0.510717973,157.4527727,1.528835892,3.36E-09,1.75E-08,0.342256214,1.47,686.625,31.4,34226.92383,230.5179655,1514.58384,788.11194,698.175,676.86,14.79,1.224053178,41895.57489,512.5939487,2.702856998,21.315,162.8364083,8.10629424,0.550220318,99.44977968,1.209847924,0.163849713
42526.00,05-06-2016 00:00,11,0.07,2.22,7.65,31.2,52200,570,310,150,45.21,44.02,0.96,0.500159779,169.4342929,1.45852241,3.59E-09,1.71E-08,0.326086957,1.19,688.4583333,31.2,34377.63672,265.9822678,1364.8866,660.429,655.545,638.29,13.92,1.210272855,41606.32056,508.5669087,3.116742643,17.255,127.5473339,6.792984,0.639283321,99.36071668,1.202813071,0.160462409
42527.00,06-06-2016 00:00,7,0.07,1.9,7.81,30.9,54160,516,346,180,48.47,46.98,1.02,0.520912666,181.3837786,1.529987185,3.99E-09,1.78E-08,0.342205323,1.49,689.2916667,30.9,35766.77734,240.7839477,1523.38956,792.5148,702.815,681.21,14.79,1.224009123,43778.86178,535.8094202,2.818618727,21.605,144.2316985,8.1515808,0.550000475,99.44999953,1.192320256,0.167120398
42528.00,07-06-2016 00:00,15,0.07,1.9,7.82,30.9,53560,519,337,178,48.14,46.68,1.01,0.523391992,177.8445797,1.548681202,3.88E-09,1.79E-08,0.345631068,1.46,690.625,30.9,35320.625,242.1838544,1483.76382,783.70908,698.03,676.86,14.645,1.226984521,43337.86014,530.1674927,2.835010015,21.17,145.4675173,8.06100768,0.55882744,99.44117256,1.192320256,0.167915821
42529.00,08-06-2016 00:00,15,0.07,2.31,7.79,30.7,51930,490,343,179,48.3,46.84,1.02,0.517202194,157.2671744,1.513331027,3.35E-09,1.77E-08,0.342911877,1.46,691.625,30.7,34200.71289,228.6514232,1510.18098,788.11194,700.35,679.18,14.79,1.224621159,41882.91666,511.2539123,2.674801345,21.17,166.3958891,8.10629424,0.545930039,99.45406996,1.185364549,0.165929996
42530.00,09-06-2016 00:00,15,0.07,2.22,7.62,30.9,52190,571,314,153,45.7,44.51,0.96,0.51510439,165.0958832,1.425804949,3.50E-09,1.76E-08,0.327623126,1.19,693.625,30.9,34371.08398,266.4489034,1382.49804,673.63758,662.65,645.395,13.92,1.211563653,41642.75607,508.5296197,3.119132965,17.255,134.6920133,6.92884368,0.639844546,99.36015545,1.192320256,0.165256974
42531.00,10-06-2016 00:00,7,0.06,2.22,7.58,30.8,51230,479,340,178,47.6,46.16,1.01,0.508601189,158.2401057,1.511104853,3.34E-09,1.74E-08,0.343629344,1.44,694.2916667,30.8,33692.48047,223.5184321,1496.9724,783.70908,690.2,669.32,14.645,1.225243514,41281.49318,503.7621976,2.615602322,20.88,163.9684047,8.06100768,0.541449485,99.45855052,1.18883846,0.163170602
42532.00,11-06-2016 00:00,7,0.07,2.5,7.8,31,51760,570,305,153,45.53,44.34,0.97,0.515380777,164.6424037,1.474507946,3.48E-09,1.77E-08,0.334061135,1.19,695.2916667,31,34039.25781,265.9822678,1342.8723,673.63758,660.185,642.93,14.065,1.217014985,41426.28682,505.9383438,3.114693502,17.255,134.6688497,6.92884368,0.642061571,99.35793843,1.195809949,0.165345645
42533.00,12-06-2016 00:00,11,0.07,2.33,7.68,31.5,51890,545,347,179,47.52,46.06,0.96,0.563443199,163.5483063,1.505258769,3.48E-09,1.93E-08,0.340304183,1.46,696.4583333,31.5,34174.50195,254.3163789,1527.79242,788.11194,689.04,667.87,13.92,1.222366501,41773.76637,511.2065299,2.982947495,21.17,156.3114176,8.10629424,0.608794468,99.39120553,1.213377278,0.180765141
42534.00,13-06-2016 00:00,11,0.07,2.12,7.62,31.5,52860,545,307,150,45.9,44.71,0.96,0.466788788,166.5349311,1.47874916,3.57E-09,1.60E-08,0.328227571,1.19,697.4583333,31.5,34861.25,254.3163789,1351.67802,660.429,665.55,648.295,13.92,1.212072593,42254.36569,517.3473409,2.982947495,17.255,128.6381066,6.792984,0.601870067,99.39812993,1.213377278,0.149756251
42535.00,14-06-2016 00:00,15,0.07,2,7.62,31.2,52100,476,339,180,48.68,47.21,0.96,0.494911628,153.8521199,1.548418288,3.29E-09,1.69E-08,0.346820809,1.47,698.625,31.2,34312.10938,222.1185254,1492.56954,792.5148,705.86,684.545,13.92,1.228022554,42136.04417,515.3267156,2.602639313,21.315,168.5584237,8.1515808,0.527146128,99.47285387,1.202813071,0.158778685
42536.00,15-06-2016 00:00,7,0.07,2.22,7.69,30.8,51870,532,309,150,45.79,44.58,0.96,0.475058668,156.9149402,1.48283891,3.31E-09,1.63E-08,0.326797386,1.21,699.2916667,30.8,34161.39648,248.2501167,1360.48374,660.429,663.955,646.41,13.92,1.210869335,41364.98746,504.8250516,2.905083211,17.545,139.3425316,6.792984,0.600145514,99.39985449,1.18883846,0.152409413
42537.00,16-06-2016 00:00,7,0.06,2.12,7.63,30.1,52030,528,305,150,45.65,44.45,0.96,0.478834501,164.2827811,1.482427888,3.48E-09,1.64E-08,0.32967033,1.2,700.2916667,30.1,34266.24023,246.3835744,1342.8723,660.429,661.925,644.525,13.92,1.213289782,41574.87914,506.3283701,2.876591698,17.4,135.8532216,6.792984,0.592626075,99.40737392,1.164685989,0.153620785
42538.00,17-06-2016 00:00,15,0.06,2.42,7.5,29.9,51940,468,341,180,47.61,46.12,0.96,0.507516618,171.3876102,1.540211026,3.65E-09,1.74E-08,0.345489443,1.49,701.625,29.9,34207.26563,218.385441,1501.37526,792.5148,690.345,668.74,13.92,1.226861117,41967.56412,510.9828702,2.547952503,21.605,157.1875823,8.1515808,0.520367206,99.47963279,1.157855673,0.162822647
42539.00,18-06-2016 00:00,23,0.06,2.31,7.57,29.5,52790,478,347,181,48.57,47.1,0.96,0.519197418,167.6138928,1.482350809,3.60E-09,1.78E-08,0.34280303,1.47,702.9583333,29.5,34815.3125,223.0517965,1527.79242,796.91766,704.265,682.95,13.92,1.224526818,42632.28382,518.7507263,2.598971422,21.315,163.5357451,8.19686736,0.523199267,99.47680073,1.144288275,0.166570108
42540.00,19-06-2016 00:00,15,0.06,2.22,7.72,29.8,51650,433,345,182,47.81,46.32,0.96,0.479589728,166.7292305,1.514094967,3.53E-09,1.64E-08,0.345351044,1.49,703.625,29.8,33967.28516,202.0531965,1518.9867,801.32052,693.245,671.64,13.92,1.226740557,41669.0463,507.0227357,2.356583726,21.605,163.8563481,8.24215392,0.484899978,99.51510002,1.154452187,0.153863078
42541.00,20-06-2016 00:00,23,0.06,2.31,7.64,29.7,51960,456,339,180,48.05,46.58,1.01,0.496763594,166.7136917,1.526547974,3.55E-09,1.70E-08,0.346820809,1.47,704.9583333,29.7,34220.37109,212.7858143,1492.56954,792.5148,696.725,675.41,14.645,1.228022554,42023.38749,511.3545102,2.480967258,21.315,162.5489571,8.1515808,0.506350932,99.49364907,1.151056466,0.159372837
