date_no,date,Hour,Turbidity,sdi,ph,temp,cf,cp,qc,qp,pf,pc,pp,sspn,qspn,dpn,wtcn,stcn,rec,dp,day,to,cfo,cpo,qco,qpo,pfo,pco,ppo,conf,cfave,fop ave,pop,dpo,ndp,sfx,ssp,ssr,tcf,aspn
42205.00,20-07-2015 00:00,8,0.18,2.8,7.61,28.84,54700,470,334,164,47.1,45.92,0.95,0.45894073,194.02421,1.268827765,4.25E-09,1.57E-08,0.329317269,1.18,11.33333333,28.84,36121.67969,219.3187121,1470.55524,722.06904,682.95,665.84,13.775,1.212991609,43815.29436,532.6405812,2.549888892,17.11,130.5293076,7.42699584,0.500552867,99.49944713,1.122172107,0.147238419
42206.00,21-07-2015 00:00,8,0.09,2.4,7.56,25.97,53012,341,340,171,48.65,47.41,0.97,0.389429416,166.9571983,1.256149416,3.56E-09,1.33E-08,0.334637965,1.24,26.33333333,25.97,34961,159.1227252,1496.9724,752.88906,705.425,687.445,14.065,1.217506725,42565.25262,511.8552479,1.832324758,17.98,172.3470769,7.74400176,0.373832446,99.62616755,1.029832563,0.12493764
42207.00,22-07-2015 00:00,8,0.08,2.4,7.52,27.16,53600,419,312,151,45.9,44.9,0.95,0.405626725,188.327379,1.168388152,4.04E-09,1.39E-08,0.326133909,1,29.33333333,27.16,35346.875,195.5202986,1373.69232,664.83186,665.55,651.05,13.775,1.210312252,42780.75589,516.6106655,2.2604927,14.5,130.1748272,6.83827056,0.457028621,99.54297138,1.067372612,0.130134098
42208.00,23-07-2015 00:00,12,0.09,2.6,7.52,27.6,53650,399,324,180,47.73,46.44,0.97,0.444161918,204.6182698,1.379822566,4.46E-09,1.52E-08,0.357142857,1.29,31.5,27.6,35379.6875,186.1875875,1426.52664,792.5148,692.085,673.38,14.065,1.237131706,43769.33317,529.8705196,2.155728619,18.705,140.952709,8.1515808,0.425383651,99.57461635,1.08151924,0.142497047
42209.00,24-07-2015 00:00,4,0.08,2.8,7.5,28.46,53270,390,304,151,46.48,45.57,1.01,0.363971229,171.9486509,1.108674411,3.69E-09,1.24E-08,0.331868132,0.91,32.16666667,28.46,35130.3125,181.9878675,1338.46944,664.83186,673.96,660.765,14.645,1.215150473,42688.61586,517.6808065,2.113122591,13.195,137.1498161,6.83827056,0.426314753,99.57368525,1.109589977,0.116770086
42210.00,25-07-2015 00:00,8,0.09,2.6,7.41,28.06,53620,435,344,179,48.9,47.58,0.95,0.480325179,172.979975,1.329737684,3.75E-09,1.64E-08,0.342256214,1.32,35.33333333,28.06,35360,202.9864676,1514.58384,788.11194,709.05,689.91,13.775,1.224053178,43282.52038,524.5119767,2.353866492,19.14,163.5468897,8.10629424,0.468980239,99.53101976,1.096464289,0.154099027
42211.00,26-07-2015 00:00,8,0.09,2.4,7.5,28.03,52660,406,343,178,48.54,47.21,0.96,0.454486153,167.6102316,1.34593704,3.58E-09,1.55E-08,0.341650672,1.33,36.33333333,28.03,34730,189.4540364,1510.18098,783.70908,703.83,684.545,13.92,1.223529263,42493.1713,514.4705997,2.196693406,19.285,167.9935937,8.06100768,0.44584584,99.55415416,1.095484748,0.145809292
42212.00,27-07-2015 00:00,20,0.08,2.8,7.6,28.23,52570,434,344,179,48.78,47.48,0.96,0.486277758,163.4707427,1.311750344,3.49E-09,1.66E-08,0.342256214,1.3,37.83333333,28.23,34670.9375,202.519832,1514.58384,788.11194,707.31,688.46,13.92,1.224053178,42439.07124,514.1279259,2.349780314,18.85,172.1868544,8.10629424,0.477201376,99.52279862,1.102027883,0.156008747
42213.00,28-07-2015 00:00,8,0.09,2.85,7.82,29.39,52760,484,320,150,45.37,44.2,0.97,0.444614405,177.2945696,1.359863995,3.77E-09,1.52E-08,0.319148936,1.17,41.33333333,29.39,34795.625,225.8516099,1408.9152,660.429,657.865,640.9,14.065,1.20448999,41910.98201,509.4046656,2.630644918,16.965,128.5434794,6.792984,0.53888408,99.46111592,1.140578956,0.142642215
42214.00,29-07-2015 00:00,8,0.11,2.61,7.72,29.58,53040,385,336,181,48.15,46.93,0.97,0.41309183,178.6365438,1.275876,3.87E-09,1.41E-08,0.350096712,1.22,43.33333333,29.58,34979.375,179.6546897,1479.36096,796.91766,698.175,680.485,14.065,1.23089335,43055.88009,524.2755806,2.093776522,17.69,153.0831959,8.19686736,0.41725936,99.58274064,1.146991836,0.13252907
42215.00,30-07-2015 00:00,8,0.1,2.3,7.6,29.4,52170,440,338,158,44.43,43.29,0.98,0.43122577,197.3064276,1.228291716,4.15E-09,1.48E-08,0.318548387,1.14,47.33333333,29.4,34357.97852,205.3196454,1488.16668,695.65188,644.235,627.705,14.21,1.203993009,41366.76595,502.5212061,2.391525353,16.53,121.6303192,7.15527648,0.496339611,99.50366039,1.14091578,0.138346842
42216.00,31-07-2015 00:00,12,0.1,2.3,7.76,29.87,50560,378,342,181,46.87,45.47,0.96,0.424205786,168.0987943,1.439744396,3.51E-09,1.45E-08,0.346080306,1.4,48.5,29.87,33254.10156,176.3882408,1505.77812,796.91766,679.615,659.315,13.92,1.227376189,40815.29245,496.3070481,2.057671376,20.3,161.2956233,8.19686736,0.432162139,99.56783786,1.156833811,0.136094675
42217.00,01-08-2015 00:00,16,0.09,2.8,7.81,30,52870,451,331,155,45.71,44.51,0.97,0.419675604,176.527426,1.33840734,3.76E-09,1.44E-08,0.318930041,1.2,49.66666667,30,34867.8125,210.4526365,1457.34666,682.4433,662.795,645.395,14.065,1.204308779,41991.61271,511.4573099,2.456189814,17.4,131.0288799,7.0194168,0.50117779,99.49882221,1.161266936,0.134641291
42218.00,02-08-2015 00:00,16,0.12,2.44,7.72,29.2,50770,426,332,157,45.5,44.2,0.98,0.4286577,159.8355986,1.429089061,3.31E-09,1.47E-08,0.321063395,1.3,50.66666667,29.2,33391.50391,198.7867476,1461.74952,691.24902,659.75,640.9,14.21,1.206078074,40272.76071,488.3504126,2.313884875,18.85,150.0784723,7.10998992,0.493600995,99.50639901,1.134193934,0.137522948
42219.00,03-08-2015 00:00,20,0.12,2.71,7.7,29.81,51800,415,345,180,47.57,46.31,1,0.453293866,168.844288,1.284620819,3.58E-09,1.55E-08,0.342857143,1.26,57.83333333,29.81,34115.52734,193.6537564,1518.9867,792.5148,689.765,671.495,14.5,1.224573716,41776.9781,508.4100811,2.258675122,18.27,159.978594,8.1515808,0.4635418,99.5364582,1.154792186,0.145426779
42220.00,04-08-2015 00:00,9,0.1,2.38,7.74,29.69,51380,408,343,178,47.81,46.54,1.01,0.446890404,158.7087744,1.305925268,3.34E-09,1.53E-08,0.341650672,1.27,58.375,29.69,33790.625,190.3873075,1510.18098,783.70908,693.245,674.83,14.645,1.223529263,41343.8185,502.7120558,2.219689747,18.415,168.900134,8.06100768,0.460497638,99.53950236,1.150717321,0.143372406
42221.00,05-08-2015 00:00,16,0.1,2.38,7.7,30.09,52310,428,323,155,46.29,45.16,0.93,0.400564554,159.4198668,1.296829725,3.38E-09,1.37E-08,0.324267782,1.13,59.66666667,30.09,34449.7168,199.7200187,1422.12378,682.4433,671.205,654.82,13.485,1.208749159,41641.0662,507.1527346,2.331596906,16.385,144.7063623,7.0194168,0.47962273,99.52037727,1.164343733,0.12851004
42222.00,06-08-2015 00:00,16,0.09,2.2,7.75,29.55,51860,412,340,180,48.26,46.95,0.96,0.451898672,161.2841527,1.354023322,3.43E-09,1.55E-08,0.346153846,1.31,60.66666667,29.55,34154.84375,192.2538497,1496.9724,792.5148,699.77,680.775,13.92,1.227440338,41923.03296,509.8271636,2.240418879,18.995,168.7657553,8.1515808,0.458587645,99.54141235,1.14597742,0.14497917
42223.00,07-08-2015 00:00,12,0.1,2.3,7.65,28.85,50720,362,338,178,48.6,47.27,0.96,0.410769006,146.7513512,1.37894126,3.06E-09,1.40E-08,0.34496124,1.33,61.5,28.85,33358.78906,168.9220719,1488.16668,783.70908,704.7,685.415,13.92,1.226401174,40911.25806,495.8481992,1.963923046,19.285,187.2532238,8.06100768,0.412898747,99.58710125,1.122504705,0.131783856
42224.00,08-08-2015 00:00,18,0.08,2.05,7.64,28.64,52040,400,342,180,48.84,47.54,0.96,0.449581116,157.640136,1.323366574,3.35E-09,1.54E-08,0.344827586,1.3,62.75,28.64,34272.79297,186.6542231,1505.77812,792.5148,708.18,689.33,13.92,1.226284867,42028.20738,509.624849,2.168609428,18.85,177.3787604,8.1515808,0.444116546,99.55588345,1.115536201,0.144235646
42225.00,09-08-2015 00:00,20,0.08,2.53,7.6,27.7,52680,431,312,151,46.44,45.35,0.97,0.417692332,165.8713795,1.280274813,3.52E-09,1.43E-08,0.326133909,1.09,65.83333333,27.7,34743.125,201.1199253,1373.69232,664.83186,673.38,657.575,14.065,1.210312252,42050.02987,508.3120757,2.329428582,15.805,145.4298529,6.83827056,0.478287235,99.52171276,1.084754613,0.134005013
42226.00,10-08-2015 00:00,20,0.09,2.1,7.81,28.81,52960,524,294,150,46.19,45.1,0.96,0.481551463,173.8333282,1.385847447,3.73E-09,1.65E-08,0.337837838,1.09,67.83333333,28.81,34926.875,244.5170322,1294.44084,660.429,669.755,653.95,13.92,1.220244593,42619.33039,517.4032014,2.842643943,15.805,133.3719426,6.792984,0.573723308,99.42627669,1.121174772,0.154492446
42227.00,11-08-2015 00:00,24,0.06,2.8,7.67,28.52,53210,359,346,177,49.47,48.25,1,0.390667966,156.5660192,1.230509726,3.37E-09,1.34E-08,0.338432122,1.22,71,28.52,35090.9375,167.5221652,1523.38956,779.30622,717.315,699.625,14.5,1.220754951,42837.43569,519.6697102,1.945515435,17.69,176.2458052,8.01572112,0.391064877,99.60893512,1.11156931,0.125334994
42228.00,12-08-2015 00:00,20,0.09,2.22,7.62,29.89,52210,384,343,177,48.02,46.78,1,0.408971548,162.4700574,1.279585471,3.46E-09,1.40E-08,0.340384615,1.24,72.83333333,29.89,34384.18945,179.1880541,1510.18098,779.30622,696.29,678.31,14.5,1.222435873,42032.46665,511.7908773,2.090476715,17.98,163.0995994,8.01572112,0.426308681,99.57369132,1.157514974,0.131207191
42229.00,13-08-2015 00:00,12,0.08,2.72,7.78,29.22,52410,374,340,178,48.41,47.17,1,0.405486922,163.9565574,1.281796834,3.51E-09,1.39E-08,0.343629344,1.24,73.5,29.22,34565.9375,174.5216986,1496.9724,783.70908,701.945,683.965,14.5,1.225243514,42351.69074,514.7086019,2.031523972,17.98,165.7779221,8.06100768,0.412077288,99.58792271,1.134864732,0.130089246
42230.00,14-08-2015 00:00,12,0.06,2.53,7.67,29.41,51390,340,346,181,47.93,46.66,0.97,0.381265187,161.1543772,1.283673333,3.40E-09,1.30E-08,0.34345351,1.27,74.5,29.41,33797.16797,158.6560896,1523.38956,796.91766,694.985,676.57,14.065,1.22509091,41404.60325,503.0173386,1.847971724,18.415,170.5431331,8.19686736,0.383184663,99.61681534,1.141252682,0.122318373
42231.00,15-08-2015 00:00,4,0.08,2.22,7.74,29.32,50840,353,348,179,48.63,47.37,0.96,0.397800592,144.8810459,1.268397837,3.03E-09,1.36E-08,0.339658444,1.26,75.16666667,29.32,33437.30469,164.7223518,1532.19528,788.11194,705.135,686.865,13.92,1.221809957,40854.03179,495.8960106,1.918070102,18.27,188.1020595,8.10629424,0.403197297,99.5968027,1.138223342,0.1276233
42232.00,16-08-2015 00:00,0,0.09,2.89,7.73,29.72,51580,374,340,177,47.56,46.31,1.01,0.405214953,163.4954571,1.300454433,3.45E-09,1.39E-08,0.342359768,1.25,76,29.72,33921.48438,174.5216986,1496.9724,779.30622,689.62,671.495,14.645,1.224142835,41524.74205,505.0573204,2.034884974,18.125,162.8900646,8.01572112,0.420283643,99.57971636,1.15173499,0.130001992
42233.00,17-08-2015 00:00,0,0.09,2.42,7.82,29.81,51640,465,340,171,47.84,46.59,1,0.48752488,151.2211852,1.31443766,3.19E-09,1.67E-08,0.334637965,1.25,77,29.81,33960.74219,216.9855343,1496.9724,752.88906,693.68,675.555,14.5,1.217506725,41347.432,502.9572045,2.530863716,18.125,169.6911592,7.74400176,0.524785999,99.475214,1.154792186,0.156408852
42234.00,18-08-2015 00:00,8,0.07,2.6,7.52,30.11,52640,402,344,175,48.88,47.59,0.96,0.417483159,151.7322156,1.333973727,3.25E-09,1.43E-08,0.337186898,1.29,81.33333333,30.11,34716.875,187.5874942,1514.58384,770.5005,708.76,690.055,13.92,1.219686258,42343.69537,516.1225895,2.190075774,18.705,171.5549863,7.925148,0.443011628,99.55698837,1.165028323,0.133937906
42235.00,19-08-2015 00:00,8,0.06,2.6,7.94,30.24,50660,444,342,181,47.7,46.41,0.97,0.491915067,155.2820654,1.331302179,3.25E-09,1.68E-08,0.346080306,1.29,84.33333333,30.24,33319.53125,207.1861876,1505.77812,796.91766,691.65,672.945,14.065,1.227376189,40895.59929,497.9327592,2.419974528,18.705,172.7197153,8.19686736,0.506622207,99.49337779,1.169485772,0.157817322
42236.00,20-08-2015 00:00,8,0.07,2.3,8,30.3,51230,399,336,178,47.9,46.61,1.01,0.429095063,155.9813021,1.36508668,3.29E-09,1.47E-08,0.346303502,1.29,85.33333333,30.3,33692.48047,186.1875875,1479.36096,783.70908,694.55,675.845,14.645,1.227570911,41359.90896,503.9296541,2.175091451,18.705,168.7979374,8.06100768,0.450164404,99.5498356,1.17154751,0.137663264
42237.00,21-08-2015 00:00,8,0.07,2.6,7.81,30.39,51070,404,346,180,47.53,46.26,1.01,0.440840072,159.3835649,1.29780275,3.35E-09,1.51E-08,0.342205323,1.27,87.33333333,30.39,33587.79297,188.5207653,1523.38956,792.5148,689.185,670.77,14.645,1.224009123,41111.76503,500.9252378,2.203006892,18.415,166.6102691,8.1515808,0.45855673,99.54144327,1.174645401,0.141431324
42238.00,22-08-2015 00:00,16,0.07,2.4,7.96,31.38,47260,421,309,150,42.34,41.29,0.97,0.408477056,154.9458067,1.293815115,3.08E-09,1.40E-08,0.326797386,1.05,91.66666667,31.38,30912.26563,196.4535698,1360.48374,660.429,613.93,598.705,14.065,1.210869335,37430.71454,455.8119945,2.303217137,15.225,138.7437226,6.792984,0.524845898,99.4751541,1.209143008,0.131048548
42239.00,23-08-2015 00:00,4,0.07,2.42,7.72,30.49,48610,416,305,151,43.31,42.24,0.97,0.403092105,161.3958826,1.324296387,3.27E-09,1.38E-08,0.331140351,1.07,94.16666667,30.49,31884.25781,194.120392,1342.8723,664.83186,627.995,612.48,14.065,1.21453345,38724.49765,470.8209966,2.269203148,15.515,137.6207066,6.83827056,0.501285759,99.49871424,1.178094946,0.129320935
42240.00,24-08-2015 00:00,20,0.09,2.31,7.91,30.91,45380,391,342,180,42.74,41.44,1,0.475903489,166.483755,1.352351928,3.25E-09,1.63E-08,0.344827586,1.3,96.83333333,30.91,29601.875,182.454503,1505.77812,792.5148,619.73,600.88,14.5,1.226284867,36300.33136,440.8464916,2.135759475,18.85,157.0942678,8.1515808,0.502624897,99.4973751,1.19266887,0.152680451
42241.00,25-08-2015 00:00,16,0.09,2.22,7.93,30.8,48530,380,340,180,44.77,43.45,0.94,0.431090128,172.2358301,1.380671661,3.51E-09,1.47E-08,0.346153846,1.32,98.66666667,30.8,31832.07031,177.3215119,1496.9724,792.5148,649.165,630.025,13.63,1.227440338,39071.96715,475.7027939,2.074912229,19.14,152.3371183,8.1515808,0.45383308,99.54616692,1.18883846,0.138303325
42242.00,26-08-2015 00:00,12,0.09,2.53,7.91,30.55,47990,385,343,177,45.1,43.76,1,0.439918545,157.7985837,1.391478709,3.18E-09,1.50E-08,0.340384615,1.34,100.5,30.55,31433.42773,179.6546897,1510.18098,779.30622,653.95,634.52,14.5,1.222435873,38425.34967,467.1308809,2.100488675,19.43,164.7046077,8.01572112,0.467542108,99.53245789,1.180168439,0.141135678
42243.00,27-08-2015 00:00,8,0.07,2.22,7.76,30.7,47960,370,345,175,45.12,43.75,0.96,0.417557194,153.5085767,1.420043498,3.09E-09,1.43E-08,0.336538462,1.37,101.3333333,30.7,31413.88672,172.6551563,1518.9867,770.5005,654.24,634.375,13.92,1.219130772,38297.63598,465.7464934,2.019634837,19.865,166.6606415,7.925148,0.450824579,99.54917542,1.185364549,0.133961658
42244.00,28-08-2015 00:00,8,0.07,2.33,7.91,30.9,46280,368,343,151,40.01,38.96,1.05,0.377605755,181.9693662,1.141821619,3.55E-09,1.29E-08,0.305668016,1.05,105.3333333,30.9,30274.88281,171.7218852,1510.18098,664.83186,580.145,564.92,15.225,1.193468242,36132.11118,438.7125362,2.010038846,15.225,120.6050026,6.83827056,0.475261145,99.52473886,1.192320256,0.121144346
42245.00,29-08-2015 00:00,16,0.07,2.33,7.98,30.98,40110,302,342,175,37.45,36.19,1.01,0.408003393,184.842067,1.32230815,3.39E-09,1.40E-08,0.338491296,1.26,106.6666667,30.98,25991.20117,140.9239384,1505.77812,770.5005,543.025,524.755,14.645,1.2208058,31730.20915,383.6145593,1.649926158,18.27,137.2803669,7.925148,0.444131766,99.55586823,1.195111378,0.130896586
42246.00,30-08-2015 00:00,8,0.07,2.22,7.97,30.45,37260,287,296,155,34.18,33.09,0.97,0.376139937,188.7332441,1.384053517,3.35E-09,1.29E-08,0.34368071,1.09,107.3333333,30.45,24013.47656,133.924405,1303.24656,682.4433,495.61,479.805,14.065,1.225288105,29423.42718,354.2616273,1.565231404,15.805,120.9461041,7.0194168,0.455162494,99.54483751,1.176714187,0.120674079
42247.00,31-08-2015 00:00,20,0.05,2.33,7.97,30.77,35780,260,332,179,34.65,33.35,0.97,0.405149515,187.1963208,1.397899327,3.28E-09,1.39E-08,0.350293542,1.3,108.8333333,30.77,22997.89063,121.325245,1461.74952,788.11194,502.425,483.575,14.065,1.231066433,28311.93117,340.8482147,1.419457098,18.85,139.5062424,8.10629424,0.428530446,99.57146955,1.187795459,0.129980998
42248.00,01-09-2015 00:00,8,0.07,2.53,7.9,30.41,36580,242,329,179,34.7,33.4,0.97,0.37171986,200.4112415,1.407142785,3.54E-09,1.27E-08,0.352362205,1.3,109.3333333,30.41,23543.28125,112.9258049,1448.54094,788.11194,503.15,484.3,14.065,1.232889598,29026.26655,349.2907675,1.319610158,18.85,131.6888426,8.10629424,0.389046951,99.61095305,1.175334683,0.11925602
42249.00,02-09-2015 00:00,8,0.07,2.42,7.88,30.2,36000,256,332,180,35.18,33.88,1.01,0.404457374,185.129771,1.388060228,3.25E-09,1.38E-08,0.3515625,1.3,110.3333333,30.2,23172.85156,119.4587028,1461.74952,792.5148,510.11,491.26,14.645,1.232183911,28553.21486,343.1932311,1.394994172,18.85,144.241763,8.1515808,0.418372163,99.58162784,1.168112843,0.129758944
42250.00,03-09-2015 00:00,8,0.07,2.31,7.79,30.06,36270,244,341,180,35.49,34.17,1.01,0.385895277,181.6718715,1.366563444,3.19E-09,1.32E-08,0.345489443,1.32,111.3333333,30.06,23345.29297,113.8590761,1501.37526,792.5148,514.605,495.465,14.645,1.226861117,28641.43221,344.125847,1.328982444,19.14,147.5931354,8.1515808,0.39753276,99.60246724,1.163317432,0.123803809
42251.00,04-09-2015 00:00,8,0.09,2.32,7.85,30.25,36160,256,342,176,36.05,34.73,1,0.396462896,164.7994503,1.373494256,2.89E-09,1.36E-08,0.33976834,1.32,112.3333333,30.25,23275.03906,119.4587028,1505.77812,774.90336,522.725,503.585,14.5,1.221904623,28439.87784,341.847473,1.395224217,19.14,158.2027512,7.97043456,0.420039437,99.57996056,1.169829199,0.127194137
42252.00,05-09-2015 00:00,8,0.09,2.45,7.85,30.38,37560,287,341,180,36.15,34.85,1,0.433031116,184.8553485,1.349957257,3.30E-09,1.48E-08,0.345489443,1.3,113.3333333,30.38,24241.5625,133.924405,1501.37526,792.5148,524.175,505.325,14.5,1.226861117,29741.03045,358.1201939,1.564870335,18.85,143.6946764,8.1515808,0.450301832,99.54969817,1.174300878,0.138926037
42253.00,06-09-2015 00:00,8,0.09,2.42,7.9,30.2,37510,260,341,178,35.86,34.54,1.02,0.391204183,188.263798,1.372841765,3.35E-09,1.34E-08,0.342967245,1.32,114.3333333,30.2,24209.53125,121.325245,1501.37526,783.70908,519.97,500.83,14.79,1.224669155,29648.66619,356.7622291,1.416793601,19.14,140.2645645,8.06100768,0.409209791,99.59079021,1.168112843,0.125507025
42254.00,07-09-2015 00:00,16,0.08,2.33,7.76,30.17,39230,287,344,176,37.05,35.74,1,0.408830062,184.8366635,1.353232981,3.35E-09,1.40E-08,0.338461538,1.31,116.6666667,30.17,25387.05078,133.924405,1514.58384,774.90336,537.225,518.23,14.5,1.220780228,30992.00965,373.4067142,1.56378713,18.995,141.3845729,7.97043456,0.432125592,99.56787441,1.167083967,0.1311618
42255.00,08-09-2015 00:00,8,0.08,2,7.7,29.94,42360,331,339,173,39.56,38.25,1,0.429969305,177.8750756,1.379239273,3.34E-09,1.47E-08,0.337890625,1.31,118.3333333,29.94,27561.83594,154.4563696,1492.56954,761.69478,573.62,554.625,14.5,1.220289902,33633.43007,406.0311963,1.802200257,18.995,145.393504,7.83457488,0.459234664,99.54076534,1.159219244,0.13794374
42256.00,09-09-2015 00:00,20,0.06,2.1,7.95,30.02,42760,321,344,178,40.1,38.78,1.01,0.423116784,179.4063877,1.357217779,3.39E-09,1.45E-08,0.340996169,1.32,120.8333333,30.02,27820.42969,149.790014,1514.58384,783.70908,581.45,562.31,14.645,1.222963684,34023.37518,411.0130293,1.748206504,19.14,147.9701772,8.06100768,0.440256186,99.55974381,1.161950123,0.135745299
42257.00,10-09-2015 00:00,8,0.08,2.22,7.87,29.61,39360,276,341,181,38.67,37.31,0.96,0.40730703,168.46298,1.399669955,3.06E-09,1.39E-08,0.346743295,1.36,122.3333333,29.61,25470.58594,128.7914139,1501.37526,796.91766,560.715,540.995,13.92,1.227954849,31276.72952,376.2516352,1.501065496,19.72,162.1844303,8.19686736,0.41178031,99.58821969,1.148006948,0.130673177
42258.00,11-09-2015 00:00,20,0.08,2.3,6.94,28.74,37550,297,328,150,34.43,33.28,0.96,0.400789515,178.0226824,1.291527533,3.14E-09,1.37E-08,0.313807531,1.15,126.8333333,28.74,24235.15625,138.5907606,1444.13808,660.429,499.235,482.56,13.92,1.200089502,29084.3566,348.0842452,1.610648885,16.675,130.5039037,6.792984,0.47651307,99.52348693,1.118850334,0.128582213
42259.00,12-09-2015 00:00,12,0.08,2,7.23,28.5,38340,254,340,181,37.29,35.94,0.96,0.398587907,182.8714315,1.379108229,3.28E-09,1.36E-08,0.347408829,1.35,127.5,28.5,24741.25,118.5254316,1496.9724,796.91766,540.705,521.13,13.92,1.228536492,30395.52847,363.9786619,1.376334064,19.575,154.3951721,8.19686736,0.389943645,99.61005636,1.110909228,0.127875888
42260.00,13-09-2015 00:00,8,0.07,2.45,7.38,28.26,38500,288,334,180,40.61,39.31,1.01,0.449229962,141.5545781,1.353474019,2.55E-09,1.54E-08,0.350194553,1.3,129.3333333,28.26,24880.85938,134.3910406,1470.55524,792.5148,588.845,569.995,14.645,1.230979378,30627.8248,366.5562213,1.559350257,18.85,199.7781289,8.1515808,0.438787415,99.56121259,1.103011966,0.144122988
42261.00,14-09-2015 00:00,8,0.07,2.22,7.44,27.3,39200,234,344,181,38.5,37.15,0.97,0.371880797,178.0252798,1.345582588,3.22E-09,1.27E-08,0.344761905,1.35,131.3333333,27.3,25367.77344,109.1927205,1514.58384,796.91766,558.25,538.675,14.065,1.226227722,31106.66704,371.2841109,1.262902903,19.575,164.376292,8.19686736,0.351026744,99.64897326,1.07185811,0.119307651
42262.00,15-09-2015 00:00,12,0.05,2.42,7.24,26.16,32590,195,311,154,30.48,29.3,0.93,0.335866742,210.7179491,1.362740182,3.54E-09,1.15E-08,0.331182796,1.18,132.5,26.16,20806.95313,90.99393374,1369.28946,678.04044,441.96,424.85,13.485,1.214569412,25271.48882,298.6924203,1.048404807,17.11,122.2759845,6.97413024,0.360065584,99.63993442,1.035756343,0.10775354
42263.00,16-09-2015 00:00,12,0.07,2.5,7.49,26.4,33940,197,343,177,34.2,32.83,0.96,0.368402782,185.4608505,1.366696404,3.16E-09,1.26E-08,0.340384615,1.37,133.5,26.4,21726.5625,91.92720485,1510.18098,779.30622,495.9,476.035,13.92,1.222435873,26559.32939,314.5813216,1.060008371,19.865,158.5261868,8.01572112,0.346120203,99.6538798,1.043276887,0.118191827
42264.00,17-09-2015 00:00,4,0.09,2.53,7.37,27.41,38290,355,303,150,38.09,36.96,0.96,0.483046047,138.7649431,1.370310355,2.47E-09,1.65E-08,0.331125828,1.13,135.1666667,27.41,24709.21875,165.655623,1334.06658,660.429,552.305,535.92,13.92,1.214521146,30009.86868,357.9189421,1.916752486,16.385,174.1903103,6.792984,0.552003825,99.44799618,1.0753927,0.154971942
42265.00,18-09-2015 00:00,4,0.09,2.45,7.68,27.5,39890,296,342,176,39.03,37.67,1.01,0.448459931,170.218993,1.378140785,3.10E-09,1.53E-08,0.33976834,1.36,139.1666667,27.5,25811.15234,138.1241251,1505.77812,774.90336,565.935,546.215,14.645,1.221904623,31538.76638,376.8603577,1.598628406,19.72,166.1682707,7.97043456,0.43795031,99.56204969,1.078291373,0.143875945
42266.00,19-09-2015 00:00,8,0.09,2.71,7.73,28.07,40410,267,339,180,39.14,37.75,1.02,0.398945189,178.9674259,1.420998164,3.29E-09,1.36E-08,0.346820809,1.39,141.3333333,28.07,26184.26758,124.5916939,1492.56954,792.5148,567.53,547.375,14.79,1.228022554,32154.87113,385.1961218,1.444721728,20.155,158.9110999,8.1515808,0.387473778,99.61252622,1.096790954,0.127990512
42267.00,20-09-2015 00:00,8,0.08,2.56,7.9,28.02,39900,273,345,177,38.7,37.32,1,0.409653635,174.2835126,1.389640744,3.17E-09,1.40E-08,0.33908046,1.38,142.3333333,28.02,25817.57813,127.3915072,1518.9867,779.30622,561.15,541.14,14.5,1.221312402,31531.32836,377.4205652,1.476946197,20.01,160.701381,8.01572112,0.404015669,99.59598433,1.095158386,0.13142602
42268.00,21-09-2015 00:00,20,0.07,2.7,7.9,27.9,40080,276,341,180,38.5,37.17,1.01,0.418272413,185.5227905,1.348607241,3.39E-09,1.43E-08,0.345489443,1.33,143.8333333,27.9,25971.89453,128.7914139,1501.37526,792.5148,558.25,538.965,14.645,1.226861117,31863.90754,381.3803636,1.492583218,19.285,154.0747196,8.1515808,0.404192153,99.59580785,1.091247925,0.134191117
42269.00,22-09-2015 00:00,8,0.07,2.56,7.83,27.81,39230,279,346,151,35.02,33.74,0.95,0.374491596,192.7240837,1.337874475,3.45E-09,1.28E-08,0.303822938,1.28,144.3333333,27.81,25387.05078,130.1913206,1523.38956,664.83186,507.79,489.23,13.775,1.19198127,30260.88903,361.4868968,1.508357773,18.56,124.756461,6.83827056,0.430229662,99.56977034,1.088322208,0.120145254
42270.00,23-09-2015 00:00,20,0.08,2.31,7.6,27.3,41060,284,334,177,39.6,38.29,0.99,0.419772931,177.9079504,1.35792624,3.29E-09,1.43E-08,0.346379648,1.31,147.8333333,27.3,26642.1875,132.5244984,1470.55524,779.30622,574.2,555.205,14.355,1.227637363,32706.9448,391.0306133,1.532789717,18.995,160.8496765,8.01572112,0.405187642,99.59481236,1.07185811,0.134672516
42271.00,24-09-2015 00:00,20,0.08,2.22,7.75,27.9,41690,290,338,178,38.28,37,0.96,0.417467878,208.0669408,1.314961293,3.87E-09,1.43E-08,0.34496124,1.28,148.8333333,27.9,27048.24219,135.3243117,1488.16668,783.70908,555.06,536.5,13.92,1.226401174,33171.99597,397.5741042,1.568304208,18.56,135.8542,8.06100768,0.40794745,99.59205255,1.091247925,0.133933004
